,timestamp,visitorid,event,itemid,transactionid
194886,1433971771002,1287358,view,154096,
1215399,1441322592259,742039,view,248816,
1131473,1440990773759,1307631,view,268145,
1161149,1441034281996,1045724,view,194393,
1093239,1440709407236,904376,view,233644,
1996313,1432826955328,997078,view,16206,
2248691,1436475794533,854021,view,437539,
2612625,1437881234491,1216535,view,269229,
186572,1433879032480,567506,view,358234,
1524537,1430838548441,120411,view,134793,
1158657,1441042109542,705437,view,355994,
1144984,1440942553614,489766,view,363757,
1471169,1430703627449,901099,view,369447,
924234,1439957284306,344,view,59211,
1727449,1431819734836,402274,view,128919,
1914613,1432614639553,1094778,view,252057,
1676483,1431538433247,798892,view,227975,
2729534,1438281981447,108299,view,185621,
2239698,1436468523113,121914,view,60951,
523756,1435446283194,1010588,view,244924,
1757885,1431853946091,336218,view,300466,
2121912,1436039202825,368339,view,428085,
2677836,1438122578519,147958,view,324537,
2440730,1437242865451,1148342,view,158666,
995006,1440233197835,41845,view,105053,
100783,1433537741380,15222,view,180248,
216314,1434255142264,339869,view,49145,
2057188,1433095381931,27913,view,140916,
1896456,1432417392223,412205,view,417823,
460757,1435090998745,78893,view,451312,
1364904,1441952909478,1172385,view,111759,
807457,1439363917072,1288729,view,236344,
196886,1433996111072,568715,view,212636,
1289651,1441734165608,1120902,view,442511,
1190494,1441239849739,1093502,view,190534,
1680061,1431640386143,1347875,view,134257,
1245100,1441498295043,637761,view,105664,
1501501,1430776124450,839417,view,325446,
303092,1434493035500,819312,view,80319,
1771063,1432003041976,725332,view,10273,
2086581,1435866023549,682067,view,200035,
274767,1434363014175,638742,addtocart,268335,
845675,1439583019435,20720,view,301531,
2064265,1435774869020,1101259,view,301849,
1369276,1442028253119,959645,view,176589,
75159,1433458006105,520636,addtocart,323506,
254717,1434142552271,834238,view,458265,
464247,1435093740663,187668,view,191303,
141473,1433721048416,903975,view,340067,
882342,1439780797755,810857,view,351044,
1729762,1431799296677,1140544,view,204057,
2691607,1438079549656,1068626,view,461403,
1165142,1441146725718,404515,view,204902,
961275,1440097046655,1313428,view,79527,
670570,1438732593958,714316,view,73364,
2187629,1436280689798,599210,view,200659,
1408277,1442253544420,1348532,view,138201,
2398333,1437006416573,254013,view,174807,
1458470,1442499945547,680282,view,216248,
944748,1440020956805,234667,view,151444,
109643,1433522121395,1245767,view,270850,
62488,1433389023421,329299,view,396706,
1924264,1432605886363,736610,view,409466,
640253,1438573728846,1307523,view,391472,
257775,1434137940135,610528,view,109618,
1098967,1440792513549,301262,view,427366,
1482516,1430689548979,731071,view,154012,
2538752,1437591777690,190173,view,83858,
1179849,1441129329566,142813,view,458159,
1845840,1432231489409,828837,view,28719,
1950846,1432678012907,1173283,view,419761,
1446979,1442423794830,675361,view,91858,
1483702,1430798042141,1320372,view,191555,
2526558,1437583556245,134428,view,29771,
1869243,1432310052658,1147633,view,206330,
816738,1439432399181,43943,view,85916,
2312760,1436749888597,1289008,view,324077,
646520,1438626213993,1007114,view,345171,
2150006,1436076690176,58541,addtocart,99688,
845757,1439585376653,1244995,view,197735,
216646,1434246598988,546059,view,360905,
2669627,1437983096324,1192349,view,255701,
1513263,1430887298269,649561,view,332487,
1478685,1430666236331,1108357,view,250916,
291725,1434274252389,968541,view,211275,
789482,1439281127424,1157043,view,309507,
1128495,1440881818505,415190,view,172907,
284303,1434399196269,1126569,view,270886,
336484,1434552260219,1040258,view,120358,
1194264,1441213659336,857844,view,170572,
1808097,1432057448546,1283003,view,370653,
162238,1433815722642,367515,view,142828,
1959911,1432696395054,941206,view,365986,
1599475,1431152196757,1112976,view,156781,
1613453,1431273035726,1367635,view,62300,
1666000,1431569928053,118519,view,254038,
1486837,1430753471118,118471,view,92660,
23882,1433300181045,1168801,view,432391,
1273297,1441663065714,76113,view,16344,
126428,1433655472122,1288821,view,299700,
2309740,1436735637940,1377401,view,272219,
1689956,1431659978717,839026,view,380971,
1081280,1440693293376,1176133,view,449523,
511933,1435253313855,898985,view,236561,
1352276,1442032161217,420639,view,283154,
815536,1439416865842,1054692,view,21551,
829757,1439478937646,1032878,view,133398,
2233520,1436500901848,1038542,transaction,247601,3572.0
1457365,1442524106080,1268418,view,28935,
1496807,1430781128404,1236718,view,45899,
240211,1434043380706,332085,view,230720,
80177,1433425707024,737842,view,195852,
2404067,1436942355737,279727,view,296428,
457647,1435043845787,1266852,view,25569,
2366827,1436935958041,767044,view,27494,
395687,1434845097966,765630,view,450587,
1914693,1432578889937,467977,view,184807,
1077394,1440702420522,1170957,view,404009,
1187753,1441220952981,441436,view,117677,
1792594,1431974528669,255419,view,194816,
153172,1433795160865,1392484,view,107042,
748417,1439073936477,1336192,view,314073,
1379848,1442106924146,689460,view,208537,
1549194,1430926551610,1161163,transaction,273041,2784.0
2513142,1437507074393,971277,view,111675,
1713867,1431750698130,996054,view,457711,
868619,1439675488619,320466,view,244027,
2453476,1437353626302,100792,view,68000,
2701289,1438202978619,497315,view,386112,
1597177,1431217049208,69700,view,113419,
904331,1439865308974,97884,view,293279,
2664230,1438026180330,427117,view,447561,
134001,1433667227278,1169956,transaction,35245,14201.0
2705719,1438215557608,670677,view,231590,
1045013,1440525756316,1239304,view,160249,
672586,1438709080363,956528,view,54826,
1120218,1440844542926,917859,view,31249,
1479520,1430712269498,1222686,view,88453,
789249,1439310179547,856584,transaction,57744,11297.0
2384860,1437062060082,392020,view,32730,
740676,1438965824406,165162,view,255528,
1899357,1432445040473,1364906,view,111345,
2392278,1437005190755,763934,view,447784,
1699617,1431646803461,1039781,view,75398,
1897090,1432425428709,1201051,view,255379,
475406,1435194139872,754009,view,184199,
465293,1435084155899,1051318,view,195473,
2693209,1438130739916,397121,view,341482,
2380618,1437101427704,643118,view,279531,
1868246,1432295339606,852442,view,318761,
2466199,1437331768150,1033261,view,267122,
2627768,1437934337088,1203794,view,347812,
2205067,1436416147022,460465,view,306919,
1035877,1440469011522,441120,view,203187,
2103434,1435911175453,401237,view,425374,
1703353,1431712004569,484641,view,448220,
359458,1434609699092,614232,view,28593,
562425,1435498798101,915473,view,157446,
1987064,1432794637121,896431,view,150268,
1578861,1431119190297,1054908,view,418794,
1657118,1431519226091,154097,view,32128,
1520939,1430842193509,784435,view,272077,
1712733,1431718220359,177906,view,259189,
2316773,1436759096268,748441,view,34853,
1158604,1441053229202,785681,view,244506,
2447450,1437237989057,840076,view,309403,
1879839,1432324547351,1112741,view,350868,
2009017,1432953142408,492191,addtocart,79378,
586776,1435620743813,996879,view,290098,
1377380,1442117032046,1215428,view,220086,
2694463,1438099648064,117674,view,35575,
402943,1434825972674,406261,view,263036,
2727134,1438303362311,1260986,view,396233,
2300011,1436686364969,226129,view,201702,
2431370,1437150649614,559213,view,134618,
1160568,1441083966454,1264015,view,218794,
397077,1434842048931,886960,addtocart,446820,
940487,1439980770096,471250,view,70493,
286872,1434293729852,696206,view,266439,
753178,1439037671438,102382,view,188723,
1059035,1440641186645,1329160,view,100121,
2043276,1433099644209,829707,view,410709,
804043,1439355718287,518828,view,124128,
1876268,1432305595330,333973,view,329762,
1748905,1431902938672,110759,view,102465,
997,1433182923465,1210904,view,381265,
1197339,1441234438571,1149731,view,10516,
888851,1439758364113,1314698,view,32182,
1140750,1440974885148,1398940,view,9759,
2390557,1437095407838,974226,view,408203,
335512,1434582345753,493106,view,393042,
1928918,1432503469302,154253,view,455938,
659501,1438660156604,927384,view,171959,
1242719,1441470113195,584595,view,451967,
305129,1434505861884,1209313,view,239896,
2516770,1437516221637,735569,view,115584,
1409055,1442266276173,576060,view,50867,
551186,1435512923363,1341825,view,275069,
83066,1433459764664,1224659,addtocart,204777,
82158,1433472874014,574011,view,200180,
2101367,1435871252013,725965,view,256850,
922543,1439952678188,984408,view,226610,
1038374,1440564221381,657844,view,146101,
2667713,1438030906787,1013427,view,196766,
806813,1439411693402,543524,view,45137,
2280588,1436587229561,1404309,view,2463,
1447422,1442441848070,1392763,view,126791,
2511082,1437518299841,1314390,view,101288,
2683738,1438098462590,485689,view,36166,
706998,1438920089271,319499,view,462326,
1849447,1432230590722,175314,view,99454,
2187308,1436334393875,977613,view,116522,
2577446,1437773872627,926287,view,50910,
624235,1438455080144,682497,view,82586,
2646959,1437891265831,368750,view,21746,
420349,1434920609777,530861,view,379670,
1978176,1432787551045,1213465,view,17478,
2140933,1436131944689,1297062,view,155079,
1556093,1431026295069,719708,view,69492,
44464,1433265603911,66956,view,148586,
887694,1439751259404,598532,view,174986,
1427752,1442332626387,560891,view,324134,
1943019,1432650545684,902751,view,429094,
3427,1433205657586,1320683,view,30677,
2699448,1438210551927,1020632,view,392333,
1974278,1432762251700,1072663,view,250007,
1154746,1441049718773,147045,view,61784,
2088099,1435893613705,806104,view,167590,
867723,1439652398790,983535,view,96780,
650165,1438634142702,1302340,view,267345,
1677773,1431499718708,1170343,view,365533,
2471070,1437412446216,17356,view,436399,
1739860,1431817860785,880611,view,209994,
1855197,1432243035507,1201834,view,325811,
1838321,1432180342685,808943,view,417464,
206150,1433986172834,1050898,view,381482,
2384575,1437067031455,538840,view,287449,
266233,1434426026270,699995,view,397621,
1421284,1442273792753,1042837,view,368081,
604943,1435688178785,941120,view,282385,
183356,1433862341539,1053078,view,108646,
1111347,1440807324462,1059277,view,255751,
656183,1438648294438,233297,view,267236,
1232598,1441349561990,1082069,view,224173,
2461321,1437318630591,664448,view,331567,
319404,1434497163789,602463,view,153942,
2626150,1437931757689,64688,view,180753,
1629692,1431380348216,573044,view,298178,
1897486,1432440223306,529747,view,65916,
1350361,1441928906636,382858,view,379976,
1108042,1440786276618,1047501,view,400188,
240436,1434039720146,388556,view,129457,
20818,1433169730750,480755,view,346429,
1152097,1441075666751,1080993,view,92302,
388524,1434728615722,1169261,view,343063,
1529473,1430936588490,671078,view,247404,
2421731,1437166093393,279036,view,327932,
891311,1439770000252,84271,view,67045,
825990,1439406541998,652375,view,379752,
2579676,1437800462054,1179005,view,298759,
2104257,1435969900977,836635,view,7147,
625871,1438481790049,1060227,view,407343,
1763931,1431922652200,710260,view,149682,
2196657,1436307578108,1277853,view,231098,
268217,1434398947405,242862,view,246130,
961469,1440089558075,849994,view,309402,
972873,1440195051708,1334118,view,157824,
751581,1439069118345,1205900,view,244957,
1012801,1440363481218,751592,view,393768,
1435745,1442352524832,43873,view,11296,
218341,1434248608364,759004,view,47804,
2754210,1438325033276,564786,view,325759,
2025967,1432960210940,437720,view,251349,
1812801,1432058698113,1009676,view,397157,
689217,1438768797177,163156,view,81995,
1355678,1441980657880,670723,view,419150,
558831,1435516164659,892991,view,441953,
2686944,1438085452026,858849,view,232327,
189888,1433891850607,125582,view,394932,
1156577,1441000867779,866973,view,24962,
479606,1435202772530,197026,view,430932,
1731443,1431830302629,667987,view,281134,
800202,1439328659216,437364,view,255285,
1555170,1430991971117,445151,view,68316,
2264911,1436595685024,48119,view,422446,
2450135,1437333015692,1260804,addtocart,37029,
2477969,1437400726154,814663,view,120658,
1698418,1431633347288,815650,view,272184,
2170545,1436185387661,1080579,view,330269,
422011,1434945742856,1353326,addtocart,323381,
1900322,1432574058499,986783,view,245333,
12571,1433221779142,1326161,view,43485,
1060083,1440598480063,1155527,view,89905,
185738,1433846377166,868244,addtocart,418809,
270802,1434407820929,49484,view,456741,
2238344,1436492671331,1260737,view,351551,
2699369,1438184678398,766108,view,132091,
1057624,1440598239620,1393770,addtocart,173491,
1856191,1432238359317,1357831,view,405682,
2201838,1436416313823,715991,view,38887,
818020,1439381138562,713560,view,239524,
2204007,1436336107578,33120,view,14896,
2149275,1436144249162,1072604,view,188236,
2479135,1437376673949,642004,view,359777,
2725245,1438263037915,173522,view,49798,
1689365,1431589939622,121221,view,320678,
374610,1434715155577,150002,view,352796,
717350,1438898369094,463156,view,259396,
2543804,1437640379298,556560,view,93818,
522074,1435404819764,1123768,view,396768,
1423851,1442266267252,13884,view,546,
1883020,1432356150459,87662,view,309438,
85872,1433472874085,117835,view,296968,
2605171,1437842611286,1179738,view,428258,
1931074,1432496488404,1395742,view,248433,
204325,1433971797850,1093035,view,5470,
337408,1434585219138,71944,view,97803,
1639242,1431473575962,502352,view,249884,
2354806,1436923652865,1136637,view,278966,
592539,1435697199085,1110308,view,89723,
689889,1438809001079,332193,view,88231,
639968,1438535665700,1274284,view,453346,
782639,1439232711758,1327732,view,44561,
1006772,1440368383252,1296463,view,251032,
504565,1435212057963,969706,view,4284,
2102030,1435959832605,543195,view,231029,
483097,1435162217129,299542,view,174952,
2476184,1437440209833,1085855,view,274923,
947136,1439990714499,89269,view,257263,
740590,1438942288435,1257421,view,267279,
1521191,1430855957114,922656,view,411441,
2421136,1437151509310,852106,view,330383,
1048957,1440527892669,1382388,view,236691,
2037167,1433032200201,1022020,view,370742,
2110823,1435949712209,316850,view,77995,
1584478,1431114827931,1367135,view,80784,
1978287,1432749814888,57905,view,13717,
1555841,1431014533858,818593,view,176709,
947062,1440002319771,879943,view,387652,
2651560,1438047809316,806958,view,194252,
2700268,1438153606975,418861,view,162375,
1135337,1440966878905,666710,view,164400,
1705178,1431723572231,337261,view,438562,
1186357,1441252192106,1323640,view,184903,
2260580,1436655607044,1091386,view,430299,
667522,1438751512701,1072917,view,187946,
452851,1435080345314,437102,view,69445,
1385924,1442075142071,560575,view,169959,
204580,1433977683111,698064,view,394139,
484469,1435174044638,694712,view,356768,
2310031,1436746973198,1091031,view,436953,
812077,1439411044964,316544,view,266085,
1349665,1441907922536,865397,view,238645,
1660744,1431550247400,526643,view,151444,
182413,1433899888018,404783,view,437052,
2184439,1436313656380,1074568,view,268930,
488868,1435159403792,1351230,view,49257,
905344,1439854855216,10337,view,427107,
784566,1439262770935,1033246,view,429571,
725829,1438999536940,748389,view,324729,
887242,1439720312135,1057696,view,401882,
2592248,1437816874603,1339434,view,269301,
43015,1433260782667,87455,view,308334,
1996020,1432860329670,385756,view,173769,
1276482,1441644984724,1378697,view,409804,
1116559,1440865331288,464460,view,320130,
539441,1435330577514,1085343,view,234255,
839794,1439507514953,738491,addtocart,20027,
2261849,1436629252620,213574,view,247808,
908178,1439834294290,339214,view,204523,
1096527,1440790906947,504054,view,347762,
1077294,1440722279282,1147293,view,165648,
9444,1433184080855,891190,view,268783,
924896,1439901779967,463717,view,311004,
131293,1433693060855,1127426,view,288757,
2259750,1436642542156,666346,view,393026,
1257853,1441520596310,788320,addtocart,267627,
1445167,1442422063736,175981,view,136860,
1500019,1430788872164,403374,view,7943,
2036710,1433022172012,1069175,view,86986,
549968,1435508084496,1006709,view,116490,
609980,1435727801560,550030,view,180947,
885090,1439763054461,654129,view,63769,
126392,1433656093636,1384611,view,356385,
419309,1434915182906,1071267,view,458435,
197801,1433956561612,942129,view,26802,
341496,1434607182601,1132741,view,183137,
653576,1438652348979,20970,view,74174,
81576,1433435474243,858941,view,285202,
428027,1434991301989,912298,view,61857,
2273368,1436650641323,951235,view,400544,
2188364,1436296652310,1355027,view,460320,
2108597,1435962410560,335203,view,219512,
1108435,1440804329518,1345802,view,5800,
1821843,1432140908202,1016081,view,6191,
62829,1433352834330,144191,view,68722,
996067,1440262622020,1252231,view,239830,
467612,1435075502720,510502,view,10692,
1111576,1440776447483,135803,view,449323,
2331339,1436844279999,1323503,view,412041,
1923113,1432563774202,950411,view,205223,
1018136,1440419998502,1045817,view,37029,
2500465,1437527696384,1077061,view,137390,
1103670,1440796146170,248582,view,412371,
2159147,1436214915336,349753,view,405837,
1832481,1432161256239,1404433,view,153961,
2313417,1436722845344,795716,view,166306,
2524598,1437600942325,25200,view,339305,
2632560,1437942332782,392778,view,247439,
552135,1435528918999,371606,view,132714,
1371286,1442080145468,579329,view,128146,
516914,1435424281738,730928,view,16089,
2671286,1438021739186,720276,view,403674,
1953018,1432655898705,927838,view,406705,
1405459,1442247650077,15446,view,195582,
2712194,1438220069064,154860,addtocart,20385,
1107873,1440785831890,1080498,view,110183,
1559530,1431012972896,270670,view,234421,
789093,1439331191277,601961,view,278893,
1552133,1431016454707,485612,view,305905,
1279918,1441649177810,1338112,view,199982,
2379036,1437096716753,210403,view,213310,
1172575,1441163965311,57380,view,361619,
334163,1434569197398,825321,view,132126,
2701487,1438201418290,1344886,view,332797,
625979,1438467167567,268946,view,141956,
674866,1438708866620,1216885,view,164828,
2518952,1437629905419,223716,view,317192,
1324781,1441823413931,724618,view,357564,
933045,1439954972403,1218172,view,178649,
2600682,1437852388539,259276,view,215838,
2376237,1437083046514,1027175,view,445105,
127694,1433610489526,1102985,view,232509,
592837,1435717195287,1326275,view,327708,
194279,1433963174625,930852,view,443597,
2059841,1435801092473,45803,view,89658,
2584379,1437809841739,1343136,view,156897,
1663079,1431576410014,979132,view,337285,
2656751,1438039876603,334471,view,88499,
816521,1439422875140,316850,transaction,267236,715.0
2166923,1436205119727,64135,view,12404,
1375288,1442103870503,972711,view,358712,
473915,1435176176272,815467,view,10785,
805231,1439341118526,980509,view,358731,
2070050,1435787614779,941388,view,165019,
2613575,1437827885164,1303428,view,298747,
1572819,1431120174570,1378941,view,351044,
1594712,1431206829015,168139,view,128962,
2340687,1436828112253,434773,view,331459,
2544397,1437698004160,987403,view,365986,
2729749,1438293231987,780689,view,166666,
1498611,1430748364981,1271829,view,332132,
1939338,1432501951852,1080566,view,303142,
63844,1433376878454,1279730,view,278663,
216800,1434208236947,1347839,view,418698,
1986009,1432821108169,57014,view,362672,
499594,1435282699765,826176,view,596,
163256,1433792484879,841939,view,328370,
1440089,1442316924510,1062956,view,303960,
651494,1438631080729,1052647,view,347884,
2463351,1437321218978,756669,view,262119,
1601465,1431276555994,809364,view,293477,
1466812,1430696643938,1013846,view,130701,
672275,1438675188276,903705,view,140070,
1119409,1440889029418,54333,view,71927,
2025784,1432959818278,383275,view,59811,
1203832,1441263605580,297802,view,184258,
198144,1433991847281,1249365,view,308048,
2345393,1436907785002,459932,view,319855,
2181447,1436314698737,395264,view,133332,
462952,1435101410879,1314200,view,445749,
270448,1434412406090,447286,view,354042,
1469814,1430688331163,514963,view,366732,
1327664,1441849850124,131568,view,327177,
1254540,1441559790925,673847,view,215824,
1498464,1430752306881,265294,view,358650,
1847585,1432270484623,161457,view,281976,
78829,1433463240516,723005,view,272527,
2526578,1437585426497,372714,view,83277,
2233687,1436502416329,335515,view,251449,
187785,1433877484977,210537,view,72324,
25968,1433251889863,917504,view,320441,
1437446,1442350226214,786963,view,79113,
1525172,1430855781683,378170,view,432289,
2180294,1436294867663,547506,view,348154,
1995547,1432845380979,1092651,view,449501,
2346090,1436889642773,623372,view,261129,
1633179,1431495206979,7166,view,344862,
1042434,1440530965114,76354,view,212480,
2531407,1437587964400,1256100,view,174364,
1349362,1441919284861,783662,view,76060,
349818,1434573602268,753573,view,50082,
1152906,1441076308054,1035631,view,348503,
1289638,1441734732973,163411,view,82586,
80103,1433430431839,33196,view,362059,
1475726,1430660912619,273550,view,98721,
2693602,1438118058031,114183,view,46340,
867329,1439690469568,1314380,view,345077,
1623367,1431377846206,464263,view,183035,
2069494,1435767737464,757038,view,273940,
1935643,1432501599304,1022496,addtocart,429846,
2755617,1438357303414,1052985,view,355396,
244320,1434046056464,865578,view,60323,
2448307,1437262701722,1198112,view,173877,
248846,1434146359776,245705,view,236546,
1256458,1441599247606,1118109,addtocart,259189,
2348827,1436894848713,162771,view,120181,
2310262,1436742977778,480717,view,378637,
675216,1438719558318,265836,view,371551,
471165,1435117975843,727875,view,4991,
360701,1434667567823,551756,addtocart,144706,
115345,1433650288652,604342,view,161788,
879544,1439715141435,696699,view,97609,
1719706,1431676987692,835647,view,181973,
906145,1439842471368,138999,view,183463,
2052526,1433084905759,465017,view,294482,
2051479,1433097643902,1093303,view,374675,
2745875,1438385034512,825321,view,434054,
1334516,1441909935823,179960,view,15930,
477752,1435183988833,205918,view,360345,
587563,1435558193089,583448,view,67351,
2533419,1437591295308,618565,view,15995,
1940559,1432449325760,93546,view,112277,
2031597,1433023515579,684100,view,181242,
2336958,1436808763222,769194,view,465951,
1823447,1432167965863,4101,view,104752,
144972,1433658425857,933291,view,434814,
2376129,1437094284999,1258144,view,311897,
335249,1434563121076,168909,view,427360,
81447,1433475179909,261755,view,159235,
39198,1433299690768,858127,view,23762,
445020,1435034338175,80742,view,36868,
2678660,1438110374148,397196,view,144587,
434346,1434979616784,1167650,view,134725,
2123879,1436053207882,870587,view,243250,
1743567,1431785596914,602878,view,298830,
1979572,1432790020896,454690,view,299046,
689433,1438794690233,968886,view,109025,
1582985,1431080815162,472719,view,410099,
1220983,1441371804820,854181,view,143620,
299104,1434334846504,967857,transaction,209306,14925.0
767894,1439141882319,842313,view,24900,
1631769,1431354197911,556819,view,106786,
1645966,1431449986084,551939,view,115525,
177829,1433842325901,1034786,view,465421,
2446293,1437278802264,501545,view,461444,
496915,1435274719373,705382,view,148385,
596403,1435677908918,1019367,view,423300,
2629748,1437893576405,230187,view,319019,
1250101,1441522047915,354122,view,110943,
2377070,1437060457711,595465,view,442178,
1871358,1432330540874,250880,view,242486,
53637,1433365228616,1370061,view,20768,
1914035,1432587706780,1402198,view,428770,
1634981,1431488804257,333599,view,91676,
2655573,1438046450777,1166595,view,370745,
774806,1439242299651,770356,view,159792,
2200983,1436326281655,327899,view,344407,
1420999,1442245810567,479807,view,1472,
1627029,1431404317827,946314,view,124504,
1089637,1440735420557,204697,view,432633,
430182,1434995195258,73449,view,33912,
1375302,1442103819019,1249846,view,227520,
415704,1434922188320,41805,view,153009,
2442059,1437238905369,842033,view,298740,
1778866,1431967321794,125757,view,276724,
2506920,1437508517268,125358,view,121144,
1506688,1430884830110,1385826,view,344071,
2754645,1438383930589,535619,view,43267,
110528,1433537857738,1176823,addtocart,208952,
500980,1435238899776,1338563,view,347833,
1337194,1441916325580,851210,addtocart,181182,
1330325,1441921707336,248985,view,132445,
2365352,1436899149928,1240726,view,172552,
259540,1434168430348,630026,view,145004,
2140103,1436140308826,90703,view,282081,
2656580,1438027548329,449587,view,17879,
1045819,1440566242751,455924,view,432464,
1996452,1432842806430,1210420,view,124919,
1176847,1441126404769,310759,view,184412,
1808127,1432057610956,778724,view,302696,
641752,1438560997113,465350,view,16896,
464162,1435116001965,838792,view,226801,
2718847,1438295711509,1211590,view,301905,
2493675,1437416899496,940043,view,296640,
1104034,1440808822446,625110,view,233835,
2201886,1436417145671,623369,view,176362,
236666,1434059415591,89000,view,336842,
1914442,1432612483902,426494,view,420056,
369551,1434672437471,1130232,view,346396,
1325111,1441864662550,474400,view,417753,
582130,1435602899409,122944,view,272236,
2564338,1437780696264,822764,view,172509,
444595,1435019348358,1170272,view,422583,
1305209,1441735726220,1322818,view,187934,
1263640,1441592729280,536057,view,74216,
1371019,1442067369773,584851,view,39272,
2049611,1433086851610,931700,view,377588,
1932954,1432521792879,261425,view,145847,
827474,1439487948668,270464,view,77742,
1944544,1432655370022,1123503,view,402110,
2472822,1437421971246,1392568,view,458619,
376572,1434736987489,1034605,view,18898,
2588103,1437889133983,1283631,view,139381,
356414,1434648649240,999817,view,240574,
2136298,1436014329189,1358400,view,250999,
559470,1435556086387,1365949,view,286678,
1884427,1432401982677,904854,view,404664,
586474,1435635990465,86982,view,324290,
2094786,1435860751686,156546,view,62610,
518632,1435419839342,510425,view,109978,
2069913,1435801431922,252781,view,259078,
750994,1439058735550,156862,view,339011,
1912422,1432595097488,489962,view,109390,
2720997,1438273068823,407444,addtocart,238766,
82821,1433477817511,471969,view,161395,
2117242,1435937839497,441894,view,253075,
541524,1435377357818,1213407,view,2313,
2099450,1435858350935,291979,view,88098,
508630,1435262848214,1359595,view,338515,
2140110,1436142935638,83050,view,190329,
781732,1439251424221,1189015,view,436059,
778148,1439238930791,1108631,view,234255,
79071,1433445074572,825576,view,200947,
1107543,1440811336395,508680,view,80860,
1328950,1441923087796,775062,view,76060,
1266779,1441649717929,1376199,view,43241,
2494543,1437499922593,142304,view,91770,
1094222,1440714014661,403204,view,191303,
2016136,1432940310182,781216,view,67463,
2736775,1438282902001,539396,view,296375,
1176110,1441150647523,15227,view,158221,
1540541,1430934978488,412417,view,356029,
2566987,1437772804153,477826,view,93806,
1157283,1441037988108,688124,view,246532,
1751493,1431906233045,287617,view,89997,
812928,1439403504621,208477,view,222077,
1695564,1431627370740,694380,view,257767,
1362639,1441991031569,462114,view,140091,
2674273,1438121231670,523372,view,63721,
2634414,1437950948218,267358,view,292400,
306439,1434487282077,501758,view,394951,
1803822,1432068377317,1091893,view,191748,
1198431,1441231361862,660117,view,279332,
1370030,1442002512584,636750,view,337,
761230,1439178348587,1160598,view,395969,
1322420,1441835072943,1291475,view,39794,
2557098,1437679297443,766144,view,10945,
2202027,1436380747753,498135,view,260317,
2010063,1432942871144,386631,view,31004,
2313466,1436720642967,757355,view,357583,
2634550,1437953330722,212107,view,228491,
1385985,1442076595574,775923,view,28747,
2390576,1437097770655,1270636,view,58562,
278859,1434381201088,371604,view,58086,
1787613,1431967117741,1305677,view,321241,
1430620,1442330720800,1224644,view,164622,
1366959,1441999878285,171782,view,226297,
865677,1439619572120,386440,addtocart,207098,
2356138,1436927802538,1283000,view,65971,
719109,1438921958540,825175,view,374130,
2645701,1437959429654,557981,view,63651,
774934,1439234394671,158413,view,190818,
1183195,1441254421793,227781,view,82478,
2367147,1436933079804,299714,view,297720,
207422,1433985252338,297853,view,431554,
2112238,1435946112617,1361619,view,43779,
2310553,1436719484362,981304,view,340545,
2563994,1437796667909,531476,view,33421,
2522355,1437574063165,137185,view,146855,
2409255,1436982137638,1156644,view,152983,
2262511,1436668525213,796834,view,385567,
947435,1440040194314,1174031,view,118071,
1947584,1432677935704,220948,transaction,373490,1201.0
1894111,1432399935124,1320188,view,293327,
845269,1439513207216,586546,view,209837,
1070913,1440616408203,120658,view,153948,
1970727,1432775555453,733108,view,128118,
54964,1433353152370,1244324,view,180214,
2743679,1438377736570,152963,view,31640,
2476136,1437441373831,731566,view,58715,
2661813,1437976858826,1163917,view,74964,
1344876,1441902394843,888526,view,136681,
1179572,1441092944334,1403453,view,36832,
1928559,1432472607167,730328,view,269955,
738907,1438988124162,137271,view,416328,
2544774,1437707505777,629627,view,163309,
196664,1433989263773,888581,view,377500,
42988,1433260481050,1403769,view,13576,
578619,1435598428355,1180617,view,184095,
2327310,1436806378992,863219,view,263182,
2507111,1437509284248,757355,view,56324,
1153435,1441043355265,1274768,view,305988,
2221327,1436407381139,327188,view,191049,
158502,1433826793164,669568,view,174658,
1287482,1441755974600,65732,view,184465,
55885,1433375834075,519707,view,160272,
886899,1439781929180,1216463,view,264496,
280260,1434372132445,458969,view,300195,
658668,1438639592310,1138621,view,236141,
917339,1439925168664,152963,view,308648,
1247366,1441470629310,103405,view,390124,
658167,1438632277242,179997,view,427575,
2018147,1432939563813,1259422,view,166100,
1542911,1430976079074,1203949,view,263036,
2011020,1432924226928,938143,view,392802,
988452,1440176358423,542348,view,97932,
1773460,1431981706418,1185234,view,293397,
2086979,1435851467920,942706,view,268979,
1055942,1440529880126,1210425,view,458566,
2379020,1437054330558,1324431,view,83275,
1718996,1431711698122,459816,view,452852,
398437,1434833928713,165853,view,22506,
2636328,1437922825822,548405,view,191124,
2571108,1437792698360,1260090,view,390147,
2222745,1436405622683,225877,view,180876,
176852,1433910927517,165028,view,279869,
1829571,1432174947619,1166561,view,309244,
1828032,1432181357243,680797,view,344595,
1889834,1432420007780,248540,view,325519,
2093583,1435820495468,12579,view,795,
2527816,1437587413435,101769,view,170390,
156058,1433791797319,557378,addtocart,206919,
936691,1440044640939,1263670,view,454194,
1053009,1440544527763,273880,view,393290,
2434553,1437248540431,1015250,view,307509,
683331,1438721634709,592061,view,261427,
414425,1434944549902,1354324,view,50677,
2407280,1437023284424,1307924,view,227331,
1796485,1432053849085,229930,view,160108,
2376756,1437103718865,941696,view,102467,
